Respondent_ID,open_ended_1,open_ended_2,open_ended_3,open_ended_4,open_ended_5,E_Scale_score,A_Scale_score,O_Scale_score,C_Scale_score,N_Scale_score,Dataset
10440138690,"I would say fine whatever. I don't have time to play little games with petty people. I'll be the bigger person and change mine. Because if you argue this with her, after her saying she was sticking to her guns...she is going to make your life living hell the whole time you work together.","Make sure I have plenty of time allocated to this taste for that very reason. If you go ahead account the time, (usually an hour or two) then you may be safe!","I would profusely beg them, offer to buy them a beer or a pretzel if they just go with me this one time. I would then drag out the old ""remember when I"" line. And then really stress how this is our largest client and how important it is we attend that meeting!","I don't like it one bit and will fight it. I will find the proof that I am correct. I keep a big book with our quality work in it, so we know if we are doing it correctly. I would not think twice about telling my supervisor they are wrong and argue that point. But only if I know for a fact I am right.","I would find it very interesting. My kids are grown and on their own, so it's like I have all the time in the world to learn something new. Even if I didn't get to travel, I would still learn something. There is a whole world out there and we need to embrace it.",3.25,2.8333333333,3.8333333333,3.5833333333,3.4166666667,Train
10459780319,"I would try to reschedule my vacation week if possible just to keep things good between us. I would do whatever it takes to stay on good terms with my supervisor. I consider myself a team player, so I would try to work something out. and revise my plans.","I would try to get the project done as soon as possible, so I can get it out of the way. Especially since my boss tends to give me last minute projects.  The last thing I would want is to put the project off until the last minute and then have my boss give me a last minute task to do.","I would try to convince my colleague to go. If he does not want to , I would attend the meeting because it is a big meeting. Not going to this meeting would be a big mistake for me.","I would politely try to explain to him why he is wrong. If I can't, I have no choice , but to agree with him so I can stay on decent terms. The last thing I want to do is to get fired and lose my job.",I would love to do this project. I love learning about different cultures and to meet different kinds of people. This would be a wonderful experience for me that I would enjoy greatly.,2.5833333333,4.8333333333,2.75,4.5833333333,2.5833333333,Train
10440097985,"I would tell my co-worker if we can't decide between the two of us we need to find another solution. Flipping a coin is fair. Heads, I get the week off. Tails, you get the week off. If the co-worker wasn't agreeing to this, I would just give them the week off and make them look bad for not being fair.",I would focus on getting the project done. If I sit there and worry about what will happen later I won't get anything done.,I would go to the networking meeting anyway without my co-worker because I feel it is important and would show how much I care. This is one of my biggest clients. I feel that I have to show them appreciation.,I feel like I would stand my ground and tell the boss how I felt if I was confident that he was wrong. Just because they have the title of a supervisor doesn't mean they can run over me as a person. I feel I need to stand my ground.,"I would find this experience enjoyable because I love learning about other countries, people, and cultures. I often search up this info on the web. I get pleasure out of learning about other cultures and the interesting things people do in other countries.",4.5,4.5,3.8333333333,5.0,1.4166666667,Train
10449316524,"I would reconsider my plans for vacation. If I have no commitments out of work (e.g. the vacation is needed to spend time with family), then I would change my plans.","I would normally finish the project and make sure the work meets the ""definition of done"" as soon as possible. If I end up with other tasks to complete and they are not done in time, that's too bad.  If the other tasks are more critical, however, then I would abandon the project to focus on them first. If the project isn't done by the deadline, then that's too bad.","I would avoid going to the event, if possible. I am personally uncomfortable in social gatherings. If I don't anyone there, then things will be even more awkward.","I would probably first try to find out the cause of the negative feedback. Even if the feedback isn't true, there should still be a reason why it exists. Depending on the nature and severity of the root cause, I may work with the manager (or other parties) in resolving those issues.","I would probably find this enjoyable, merely because I don't have to travel. And if I don't have to travel, I probably don't need to meet the client in person either. Learning and experiencing new things and new culture, without having to set foot in another country, sounds fun.",2.6666666667,3.25,3.75,2.9166666667,3.1666666667,Train
10459662208,I would maybe see who has worked there longer. I would maybe see who has higher ranking at the company. I would see if I could get a better deal on my vacation A different date.,Try and work as quickly as they can on the big project so that if any little projects come along I’ll be able to do them. I could also tell my boss about the deadline if he gives me any small projects letting him know that I already have the bigger one to do and I would do that so that he doesn’t give me more than I can handle.,I would try to talk them into going. I would say I don’t want to go alone. I could also go by myself just to make an appearance. I would tell them that they wouldn’t like to have to go alone so I don’t like to go out either.,I would tell my boss I disagree. I would tell them how I feel and I would maybe ask other employees if they agree with the review. I would do this because it obviously affects my job pretty heavily so if it’s important then I have to say something.,I would be hesitant to learn about the country. I would be hesitant because that’s an awful lot of work for somebody who might not be a client forever and I feel like it’s not necessarily important information that affects my life personally and I already have other things going on so I don’t think I would want to waste my free time learning about that.,2.5,3.75,3.75,3.8333333333,2.9166666667,Train
10460005029,I would see who asked for the vacation first. If it was him I would take a vacation another time. If it was me I would suggest it should be to take the vacation first since I asked first it is only fair. If we cannot come to an agreement I would be open to some sort of contest and the winner gets the first vacation.,I would talk to my boss and let him/her know that I have a tight schedule coming up. I would let them know that I am usually always up for a task but I can not handle it until my project is finished. I would go in with high hopes and good spirits.,"I would try to encourage them and suggest if they do not go they may regret not going. I would tell them I will repay them with dinner, drinks or a favor in return in the future. If they still say no I did all I could and just go alone with no ill feelings.",I would be very upset and try to cool down for the day. Maybe at the end of the day or the next day I would try to explain to my boss on why I think I did a good job and explain my reasoning. If he still thinks I did a bad job I will explain to them I will do it his way or a better way next time and inquire about the consequences of the feedback. If he still thinks there should be consequences I may quit depending on the situation.,I would find it very enjoyable. I would like to research about the country and it will give me something constructive to do in my spare time. I would also see if traveling in an option and be willing to travel there if I could be compensated but otherwise still be happy about the research.,3.6666666667,4.25,3.0833333333,4.5,1.3333333333,Train
10462972245,"I simply tell them that I have already booked my vacation so I will be taking that week  off, and that they always get first pick but it is my turn now.","I would use all the light time I have to use towards my time completing the project coming up,  so when my work load increases I have most of my project completed and a few moments to finish it up.","I am still going to go, the important thing is that meeting with a huge clieNt and future partnership depends on how much work AND TIME i PUT IN FoR ALL BIG MEETINGS AND DISCUSSIONS","I would go above his/her head and file a complaint that I did not think the negative feed back was true or had any facts to back it up, I would want an explantion and reason why this was said.","Enjoyable for sure, I love to learn knew things that can help my future in a company or another situation that may need this knowlegde.",4.75,4.0,5.0,5.0,2.1666666667,Train
10440115982,"I would just let them take their vacation. I can always take mine on a different week. If their plans are that fixed and they are not willing to change, then it isn't worth it for me to fight over who takes vacation when. I'm a fairly flexible person as it is.",I would start on the project early in case my boss gives me last minute tasks that take a lot of time. I would want to be as prepared as possible for anything that might be coming my way. I also feel its best to get things done as soon as possible rather than wait until the last minute. You never know how your schedule might end up having to change to fit other things in.,I would go to the networking meeting even though I would be on my own. It would give me a chance to meet new people among one of our largest clients and hopefully make a good impression. It would also give me a chance to hopefully make a good impression for the company I work for.,"I would keep in mind his feedback and set up a meeting later with him to go over everything. I would make counterpoints to what he said, so he can see why he may have been wrong. In the end, it would be better for me to try to work something out then to completely lose my annual bonus. At the very least, I will know exactly what to work on for the upcoming year.","I would find this enjoyable because I like learning new things. Getting to learn new stuff about a country and its culture would be interesting to me, and it would provide me with more knowledge. It would also make me more relatable to the client and show that I care greatly about the project.",4.0833333333,4.75,4.5833333333,4.75,1.1666666667,Train
10440099033,I would just choose to take my vacation another time.  It would not be worth the hassle to try and convince my colleague.  I would just let them have the vacation time.,I would finish it as quick as I could.  I would do that because I might get more work later on.  I would try to be prepared for whatever comes my way.,I would still go to the meeting.  It sounds like an important place to be. I would make the best of not knowing anyone and meet new people.,I would probably keep it to myself.  I would not risk losing the bonus.  I would talk about it with my co-workers.,I would find it enjoyable because it is a new country that I don't know much about. I think it would be interesting to learn new things.  I would also think that it is good that I don't have to travel there.,3.5,5.0,5.0,5.0,1.0,Train
10440107456,I would go ahead and switch my vacation. I never make concrete plans before getting approved from work. So it would be no problem unless it is something like a family reunion or something. I would then try to compromise with the other employee.,"I would go ahead and get the project out of the way, so I do not be stressed when the actual due date comes. Especially if I know that my boss sometimes gives me last minute projects. Even if my boss does not give me extra assignments at least i am done and can relax .","I would go anyway. This is very important for my company. If nobody else is going, I need to at least show up to represent my company. I would try to network and get to know other people.",I would feel very upset with myself. I would really have to have a look at myself and determine if what they are saying is true. If i really do not feel that is correct then i would talk again with my manager and ask her to explain so that I could do better next time.,I would think that it would be a bit boring. I dont get to travel to Norway just learn about it. I guess it would be a plus for me when talking with the company from Norway but I think it would be boring.,2.1666666667,4.9166666667,3.5,3.5833333333,2.8333333333,Train
10440107983,"I would ask my boss who requested the time off first. If we both requested it at the same time, the person who has seniority over the other should be allowed to take it, otherwise whoever asked for it first. I think this should also be the policy going forward.",I would get started right away to make sure its done on time. I would set goals and deadlines in order to organize my work and not burn myself out. If my boss gives me too much work before this project is done I would tell him I need to focus on this first.,I would try to convince him to come with me telling him how it could be a good opportunity for us. I would tell him we should at least give a try and if it isn't to our liking we can just go home early. If he still doesn't want to come I would go by myself.,I would ask to speak to my manager in private. I would explain that I do not agree with his feedback and ask him to be specific. If what he says makes sense to me I would promise to work on it and do better.,I would find it very enjoyable. I love learning things from other cultures. I would read up on their customs and try authentic foods. It would be a lot of fun to be a part if this project.,2.9166666667,4.3333333333,4.1666666667,4.9166666667,1.4166666667,Train
10459829278,I would talk with my supervisor and explain that I had requested the vacation first. I would ask if it was possible for the other colleague change their vacation for the next week so I could keep my vacation the same.,"I would do my best at completing all the tasks. If I needed help, I would ask another worker to help me so I can get everything done in time.",I would convince my colleague to go. I would inform them that there could be a possible chance of earning more money by meeting with the large clients.,I would feel upset that my manager has given me negative feedback that I dont agree with. But I would continue to do my best and hope my manager approves.,I would find this project enjoyable. Being able to travel and expand my working experience would be something I would like to do.,3.9166666667,4.5,4.4166666667,5.0,1.4166666667,Train
10460123102,"I would first explain to my supervisor that I had already put my vacation plans in before the supervisor accepted the other person's.  I then would try and reason with the other coworker and tell them the same thing. If both do not work, then I would go to the supervisor and say that they should decide the vacation because neither of us are able to. The reason for this is because I want the supervisor having the power to decide and not us.","I would start by getting a headstart on the project. Since I have an easy workload now i would put the work in now before a large task comes onto my plate. Since the boss does give last minute tasks, i want to have enough time to complete it and not have to worry about completing the big project I had initially. This would be the most effective way to finish.","I would start with my initially reaction which us to ask them to come. Since it is for a client it is very important to the business. Therefore, I need to convince them. If they are not convinced, then I will still go because it is a valuable meeting to be at. I would do this because I am going to try and persevere through the awkwardness of not knowing anyone.","I would feel difficulty and confusion towards my job. I would first evaluate mynperformance more harshly to see if I missed how I performed. Next i would go back to my supervisor and ask specifically what i dont agree with. I need to understand what they are trying to say and see if it is actually true. If not, I need to find out why there as well.",I would find this extremely enjoyable and valuable to my life experience. I think it would be pretty cool to do that as a job and future. It is valuable because it allows me to learn about a new culture and find a new way of doing business based on Norways practices. It wo hi old definitely be worth the change of pace.,3.5833333333,3.0833333333,3.1666666667,3.75,2.5,Train
10440147632,I would likely change my vacation plans. I would do this because it would make me look good in the eyes of my boss. It would also give me some sway over the other coworker so it is a win win for me.,"I would start attacking the project right away. I am a big believer of getting things done early. Assuming I could get this project done early, I would then have free time or be able to handle any other project.",I would definitely go to the meeting no matter what. If my colleague does go then i will no someone and that will make it more comfortable. If they do not go then I would get one on one time with a very important client which could be very valuable.,"I would feel bad and I would try to talk to my boss and get a better understanding of why he felt this way. I think if I talked to him, I could either convince him why he was wrong or figure out what I needed to change. I think it would be very important to find out exactly how I could improve in the future.",I would definitely find it enjoyable. I am fan of learning about other cultures and think this would be a good opportunity to do that. I also like that there is a chance that I could get to travel there and that would make it more fun.,4.6666666667,4.75,4.4166666667,5.0,1.3333333333,Train
10462903376,"First, I would discuss the situation with my colleague to see if there was some flexibility in his situation. If not, I agree to an alternative week but with the stipulation that if our schedules conflicted again, they would agree to change their schedule. If necessary, I would have the agreement in writing to prevent any misunderstanding.","I would re-evaluate the status of the project to determine the feasibility of completing sooner than the expected due date which from past experience is very possible. Also, I would kept the early completion of the project quiet. Further, I would clean up any loose ends and determine what tasks could be put off for a few weeks. This aproach would enable me to handle any last minute tasks that were suddenly given to me without interferring with my projects. Also, by not saying anything about completing the project early, I would safe myself from being given any additional last minute work.","I would encourage my cooleague to attend, and would certainly attend myself even though I was tired. My absence might be noticed or learned about later on by others in my company. More important, it would be a missed opportunity to meet people who could be helpful to me now and in the future. I need not stay for the entire time but devote enough time to introduce myself to others and establish connections that I could develop later on.",My initial reaction would be anger and frustration. My next action would be to collect all the documentation of the projects that I have completed along with commentaries regarding their content. Written statements by other superiors and colleagues with respect to the impact of my work on the department and organization as a whole and present them to my manager. I would also pursue the matter to his superior if I did not receive satisfaction.,"Actually, I would be very interested in being involved in the project. I enjoy learning about other countries and cultures and this would be a excellent opportunity to both learn about Norweigan culture and develop a closer relationship with the client. In addition, it presents an opportunity to serve as something of an ambassador of the United States to show ourselves in a positive way to our client and, thereby, strengthen our relationship.",4.0833333333,4.6666666667,4.25,4.9166666667,1.0833333333,Train
10459659591,I would change my vacation plans but tell my colleague that he owes me a favor.,I would start working on the project right away so as to get it out of the way. I would work bit by bit every day. I would pace myself so as to prevent having a lot to do at the end.,I would convince my colleague to go and tell them I owe them a favor. I would tell them I'd cover for them next time.,I would try to convince my manager that he is wrong. I would feel angry but try to act calm. I would argue my case step by step.,I would find this experience enjoyable. I would experience new things which I usually don't get to do. I would immerse myself.,1.8333333333,3.9166666667,3.5,4.1666666667,3.25,Train
10459707080,"would not be worried. I am pretty flexible. I do not et ego get t in the way of things. That said, if they were truly intransient, I would do them no favors",I would do a few of the most important. This would show effort. At the same tie I would be able to do my project. All would work out,"I would try to lay ut the need. If that did not work, I would ask for descriptions, I would go alone but not forget the lack of effort",I would list my problem on paper. I would look for the reason for the problem. I would then negotiate the details. If needed I would file with HR,would find it enjoyed. It is always good to cross culterate. I enjoy new learning,4.0833333333,4.4166666667,4.5833333333,4.5833333333,1.3333333333,Train
10446110127,"I would be flexible and let my coworker go ahead with his or her vacation plans and I would go another week.  Since by the description there's no indication of I have already committed money, reservations etc. to my upcoming vacation, I should be fine rescheduling.  By being flexible I would avoid conflict with a coworker whom I'd have to deal with after my vacation and I would demonstrate to my boss that I'm a team player unlike my coworker who is being insistent.  A little goodwill can go a long way to keep myself in good graces with others.","I would try to be proactive handling the project.  Even though my workload is light, from experience I know that things go wrong, the unexpected happens and my boss can throw a wrench in the works.  I would try to finish the project as soon as possible, working fast as possible since I expect something to come up.  If my boss gives me extra work, I will be in a better position to handle the unforeseen and less stressed if I am proactive.","I would go to the networking meeting.  Even though I had a long day at work this is an opportunity.  Networking with clients is necessary to retain their business.  Also, it's an opportunity to meet and greet people, to have them get to know me and possibly be able to build relationships directly with them in the future.  This could benefit not only my company but my future career.","I would feel irritated, concerned and even angry.  However I would try to find out why I received the negative feedback.  Was the negative perception based on facts or a misunderstanding?  If I feel that there's an opportunity to correct a misunderstanding I would talk to the manager.  Otherwise, I would try to contact human resources or another manager and try to plea my case that the negative feedback was not correct.","I would find the experience enjoyable and would want to volunteer to be involved on the project.  Having the opportunity to learn a new language, culture and a country while being paid to do so is wonderful.  I would also express interest in traveling if it would help.  Showing a willingness to improve yourself to your managers, to learn new skills and being open to new experiences should be seen positively by management as well as helping my career later in life.",2.9166666667,3.5833333333,3.5,4.3333333333,3.0833333333,Train
10459725427,"I would not give up my vacation for someone else, because I worked hard, too. I have important hings to do. I don’t mind negotiating or flipping a coin, however. I would certainly fight it.","I would get everything out of the way just in case of last minute projects. I would begin it right away, work fast, maybe grade “B” work. Too much effort means a late project, unfortunately.","I would go anyway. I don’t want to look bad, either. I need to be able to do my job well. I would ask my colleauge if they may change their mind.","I would go right to my manager and ask what went wrong. I tried my best, dammit. Did I mot understand a project or something? Please let me try again. I would just try harder, I guess.","I would like to study about Norway. I would work on textbooks, read articles online, anything. I would study the language and find it enjoyable. It means helping the company out and possibly future clients from Norway.",3.8333333333,3.5,3.5,3.8333333333,1.9166666667,Train
10440112243,"I would have to change my vacation. I would tell my supervisor and colleague that I will do it this time, but next time my colleague needs to let me select my vacation first.",I would do the project right away. I want to have time to do it right. I want to have time for the last-minute jobs too. I want to keep my boss happy.,"I would ask my colleague to reconsider. I would ask my manager if he could go instead, since I need to return home to my family. I would hope that I do not need to go.",I would feel shocked. I would talk with my manager. I would show my manager all of my accomplishments for the company. I would not want to lose my annual bonus. I would feel confident that I could change my manager's mind about this.,I would find it enjoyable. I would like to learn about Norway. I like new countries and cultures.,4.0,4.0833333333,4.25,5.0,1.5,Train
10459878603,"I would allow my colleague to take the week of vacation he wants. This is because I do not want to be seen as difficult around the office. I am interested in being firm, but not difficult. I will allow myself a vacation on another week.","I would get started on the project and take care of as much as I can. On top of getting ahead of the work, I would look busy, which might make my boss consider not giving me an extra assignment. Plus, if it's a big project, I'd rather get it done ahead of time rather than procrastinate and have to choose.","I would follow in his same footsteps. My job is not to fraternize with the clients. If anything, I would consider going there to potentially look into jumping ship onto another position, on the condition that I would get a better deal than what I have now.","It depends - I would appeal to the boss one rung up the ladder above her, ask why this is a negative thing. On top of that, I would probably change my work behavior/habits to avoid this feedback. They're mad about my feedback for a reason, and it's worth finding out.","I would find this experience enjoyable, because usually foreign clients mean travel and learning about new cultures. And I would attempt to get some travel time, if necessary. I like to travel, even if it's outside the stuffy confines of my home office. So I would definitely enjoy this experience.",3.0,2.9166666667,3.3333333333,2.9166666667,3.5,Train
10440099389,I would change my vacation. it would be better for me down the line. I would make friends with the coworker and they would do it for me.,I would get it done as soon as possible. I would do it to prepare in case he throws something at me. I would get it done ASAP.,"I wouldn't go if i was tired. However, even ifi don''t know anyone i would still go if i was up to it.It's important to network and meet people.",I would talk to my manager. I would want specifics to try to understand. I would take time ot make my case.,I would find it very enjoyable. I love experiencing new cultures. i would also offer to travel.,4.5833333333,3.8333333333,3.3333333333,3.75,1.8333333333,Train
10459930191,If I had not planned my vacation yet then I would give in to my colleague. However if I had already made plans then I would insist I stick to my original plan. The boss needs to decide which of us cna take the vacation leave based on performance and other work related factors.,I would finish it earlier than expected. In this way I would have spare time to do additional work load that my boss will give. This gives me an advantage to do the new task to be assigned.,I would still show up. This will give the client the gesture that we are giving importance to him. I would show up and just make some excuse to leave early.,I would approach my manager. I would ask him or her how he or she was able to come up with a conclusion about the negative feedback. I would reason with him or her and would promise to improve and work on that negative feedback about my work.,I would find it enjoyable. This gives me a chance to learn new things. Understand another country and their culture and origin.,3.6666666667,4.3333333333,3.5833333333,4.9166666667,1.75,Train
10462865194,"I would try to reason with them. First i would see why they would not budge on the week in question. I would see if i could get something out of it, like they would do the sat shift when i was scheduled if i switched my plans, etc..","Since i already know that something else might get thrown my way i would start planning. I would do some parts of the project ahead of time. I would plan out the project and time and i would include extra hrs, or days for other projects that might come my way.",I would ask them to go even for a 1/2 hr so i would not have to go alone. They might know some of the people and could help with introductions. I would offer to take them to lunch in the next week. Definitely barter the situation if i really wanted to go to the meeting.,I would speak with my manager about the feedback. I would express that i thought i was doing a good job. I would ask them to go over his feedback and how i could do better in each category.,"I would love this experience. I have actually traveled a lot to work and been in countries like brazil where i did not know the language. I would first find out everything i could about the places i would be going, the language, culture, customs, etc..",4.1666666667,4.1666666667,3.0,4.3333333333,2.0,Train
10460472840,"I would probably try to change my vacation plans.  If that isn't possible, due to having reservations that can't be cancelled or something like that, then I may try to pay the coworkers some money to change their plans.  If that doesn't work, then I may just have to skip out on vacation.","I would try to get this project done as soon as possible.  Since my workload is low, this shouldn't be a problem.  That way, if I get a last minute task from my boss, I will have time to work on it.  If I don't, then I'll just have some easy work days.","I would still go.  Networking with clients is important.  This way I can do a good job.  Also, it may show that I'm a better employee than my colleague if/when it comes time for promotions.","I would feel pretty upset.  If there is a way to prove I am correct, I would seek out that proof so I can clear my name.  If that doesn't work, I may ask him for evidence of whater he is saying is negative.  If that doesn't work, I may appeal to a higher supervisor.","I would find it enjoyable.  I like learning about other cultures and it would be interesting to deal with these people.  Also, I would love the oppurtunity to travel if it presents itself in the future.",1.5,4.4166666667,3.0,3.5,2.9166666667,Train
10462868795,I am willing to change my vacation because it really does not matter to me when I go on vacation.  I like to cooperate with my coworkers so this would be easy to do. I feel that changing my vacation time is not a huge deal and would make things easy if I cooperate.,"I am willing to put in the time to handle this project because it is important to the company.  I am the type of employee who is a workaholic anyway, so that extra time does not matter to me.  I am accustomed to last minute projects and work.",I would certainly go because it is important to network in today's business world.  it does not matter to me if I do not know anyone.  meeting new people is important in the business world.,I would sit down with my manager to discuss the feedback and I would want an explanation of the negative feedback.  I would like to present my side of whatever caused the negative feedback.  I would request more time for this discussion.,I would find this experience very enjoyable.  I enjoy traveling and learning about things to use for this project.  I would like to work with people from Norway on this project.,3.6666666667,3.8333333333,4.8333333333,5.0,1.1666666667,Train
10459657824,"I would just accept it has is, and take the next week with a but that he has to owe me a favor of my choosing. Like for a example switching a day of work when I need to call in sick. Perhaps helping me with an assignment that has a strict deadline or something of that nature.","I would organize the tasks in a schedule, and put a certain amount of time for each task of the project. As well as pull all-nighters even though, it's probably not good for my health. And if possible ask a friend or coworker to help with the side tasks that the boss throws in, and owe them a favor for helping me.","I'm sure the networking meetings would have people coming from major companies, so it might be easier than expected to look up their information. I would research their information to find out more about them. Then see what kind of benefits the other clients have to offer for going to the meeting, it might help me feel more motivated to go to the meeting, maybe even convince the other colleague to go as well.","After reviewing the feedback, I will take down some notes, and try to prove I can do it. Try to talk to the manager first, and have him or her explain the feedback in question. If I still do not agree or have proof of the facts in the feedback, I would go to higher management to help convince him or her otherwise, and show them I can do it.","Yes of course, I would find this experience enjoyable, and perhaps even go to Norway for future job prospects. Looking and learning different aspects of culture intrigues me, and part of me wishes I could experience them. Going and studying Norway might also open up new doors for business opportunity at home as well.",1.25,3.75,2.3333333333,3.9166666667,3.3333333333,Train
10459838931,"Unless my plans were urgent or time sensitive, I would probably be willing to change the week of my vacation. I would speak with my colleague and try to find out why he or she is so unwilling to change. If their plans are more urgent or time sensitive than mine, I'd agree that they should take that week off. If mine plans were more important, I'd try to convince my colleague to change his/her mind.","I would try to finish most of the project early. That way, I would have time to also do any last minute projects my boss assigned to me. If it turns out that my boss does NOT throw me any last minute work, then I will have time to fine tune the final details of the project in a leisurely manner.","I would mostly likely still attend the meeting. I would feel it's important to keep my largest client happy and would feel remiss if I didn't go. The fact that I don't know anyone there doesn't bother me very much because it's usually easy to meet people and engage in casual conversation with them. However, I probably wouldn't stay very long because I was tired.","I would be upset and angry, and I would speak with my manager about it. However, I would wait until I had calmed down first. I would think about what I would say to my manager ahead of time so that I wouldn't say something in the meeting with him/her that I'd regret. I'd remain calm and present my manager with rational, reasonable reasons why I disagree with their assessment of me and I would respectfully request that they change their feedback.","I would be thrilled to work on this deal. I love learning about other countries and cultures, and interacting with people from them. I would love to travel to Norway and, even though this particulare project would not require me to, it might lead to future projects with the company which would allow me to travel there.",3.5,4.5833333333,4.1666666667,4.6666666667,2.3333333333,Train
10446115026,"I would talk to the colleague to make my own assessment of how time-sensitive his plans are.  If his/her plans are pretty tied to that week but my plans are not, I would strongly consider asking for a different week. If my plans are more dependent on that week that the colleague's, I would continue negotiating with the colleague to see if I could convince him or her to change. If I was unable to negotiate an appropriate outcome I would ask the supervisor to help mediate a solution.",I would make sure that the boss knew about the impending deadline.  Then I would let the boss know that I was beginning my final push toward that deadline and ask that I be given as much advance notice as possible if he/she would like to put something else on my plate. Then I would determine whether there was anybody else in the organization that could be ready to either help me with my project or help with a last-minute additional project if the boss assigns something. I'd make sure it was obvious that I was working toward the project deadline.,"I would buck up and get ready to go.  While I certainly appreciate having friends or acquaintances that I am familiar with in social setting, I don't think that not knowing anyone is an adequate reason to avoid a legitimate social engagement. I'd visualize meeting some new and/or interesting contacts at the networking event and make sure I looked good and presentable.","I would think again, strongly asking myself if there's any kernel of truth to the feedback. If I remained convince that the negative feedback was inaccurate, I'd ask myself if the feedback seemed more accurate from what I perceive to be the manager's point of view. I'd then make sure that the disagreement was adequately documented. If I determined that the feedback was truly unfair, I might try to escalate the matter to a shared supervisor, but otherwise I would ask the manager to help me document concrete suggestions about how to improve my performance.","I would find the experience enjoyable.  In general, I enjoy using both objective facts and my own subjective perceptions to try to understand others' positions. I'd welcome the opportunity to learn more about Norway, and I'd consider myself lucky that I might benefit at my job from doing well at such a task.",3.5,4.5833333333,4.8333333333,3.5,1.1666666667,Train
10459876927,"If I am able to change my vacation to another week I would. I don't see a point in making a big deal out of it if I can easily change the dates. It's vacation, I could take it anytime I want doesn't have to be a specific date.",I would try my best to complete it. I am confident that I would be able to do it but if it comes down to the wire I can always ask for help or maybe even an extension.,I would still go because I wouldn't want to miss such a great opportunity. It sounds like a great opportunity to meet new people and possibly expand my network. This would benefit me in my job.,If I disagreed I would ask to sit down with my manager to discuss the feedback. I would politely give reasons why I don't believe the feedback is true and list reasons and examples to prove all my positive qualities.,"I would find this experience enjoyable. I always take delight in learning new things, especially about new cultures. There is always something to gain in learning new things.",2.6666666667,4.0,3.5833333333,4.8333333333,2.5,Train
10440134266,I would probably rearrange my plans. especially if it was just for a vacation and to have fun. if it was for a wedding or something that i couldn't change the plans for then i would need to talk to the coworker and ask if they could move the date of their vacation,I would try and accomplish the task by myself and stay up late several days to finish it but with at least a week heads up knowing it would not get finished i would as some coworkers if they could help out with different aspects of the project to help me out,I would still go. I enjoy meeting new people. its essentially asking the same questions and making other people feel important and allow them to talk. I enjoy that part and especially if it's an important client then it's even more important that i show and do my job,i would talk it over with a few colleagues and ask their opinion. if i have several people agreeing with me i would then schedule a conversation with my boss and try to get him to see my side but ultimately he is the boss and i will go with the flow,i would enjoy this experience. I enjoy learning new things and my family is from Sweden and I like learning about that culture. My husbands family is from Norway and I think he would enjoy me learning and letting him know as well. there is so much to learn in this world,3.1666666667,4.0833333333,3.0,3.75,2.1666666667,Train
10459941019,I would change my vacation plans for this time period and put my vacation request earlier for my next desired vacation so that I would get it.  I would also tell my colleague that I would let him know what my next week would be so we could plan different weeks.  I would do this because I think it would be fair.,"I would go ahead and complete the project given to me early because I had the time available.  This way I would be prepared for any last minutes assignments or other scenarios that might present themselves and need attention.  I would do this because it is the efficient thing to do, and I would be prepared.  If I procrastinated for no reason and then was inefficient it would be my fault.",I would go with or without my colleague.  I would try to talk him into it.  But I would go regardless.  Networking is a major component of success.  People help other people and work as teams.  I would network because it is the right thing to do to achieve goals.,"I of course feel tense and nervous.  I would ask my boss questions about why he gave the feedback he did.  I would do this because in order for me to truly change my behavior, I must understand why he feels the way he feels.  My boss probably wants me to be successful, and if I can understand his motivation, I can either change, or at least come to a compromise that suits us both.","I would find this experience enjoyable.  I like learning about other cultures.  I find it is both pleasurable, and it brings a deeper understanding of humanity.  The more you learn, the more connections you make across topics, and the better you understand people.  This helps you make better decisions.",4.5833333333,4.75,3.8333333333,4.6666666667,1.0,Train
10446111727,"If I had seniority and my plans were already made I would keep my dates. IF I could move my vacation I would do so however, I would ask that my coworker help me in the future with time off since I was doing them a favor. That's how I have usually dealt with situations like this.",I would get this project done as soon as possible that way if my boss gave me any last minute responsibilities I would have the time to complete them. I would only procrastinate when I had all of my responsibilities completed. I would also let my boss know roughly how much time I thought the project was going to take that way they had an idea of how long I would be working on it.,"Well, I would sincerely try to talk the colleague into going with me. I would stress that this networking meeting with our client is very important and might impact our work in the future. If they absolutely would not go, I would probably go anyway, and possibly invite another coworker or friend to go with me.",I would try to find out more about this feedback but ultimately if there was nothing I could do I wouldn't cause any more problems and would do what I could to improve my performance. If this is a situation outside of my control and there was nothing I could do I may ask to speak to my manager about the problem privately to try and resolve it respectively. If it became a larger issue I don't know exactly what I would do after this point.,"I probably would find this situation somewhat stressful. I do not enjoy traveling for work so if traveling was involved I would not be excited about this. I think learning about the country would be somewhat interesting however, the traveling part would not be. It would depend on what all was involved.",4.1666666667,4.75,5.0,4.8333333333,1.4166666667,Train
